"Transaction No. In Originating","Transaction No.","Security ID - Current","Security Name - Current","Model Portfolio Code","Created Date","Trade Date","Payment Date","Created by User","Business Transaction Code","Elementary Transaction Code","Elementary Transaction Code Name","Settlement Currency Code - Transaction","Net Proceeds PC","Net Proceeds QC","Net Proceeds SC","Settlement Date","Finance Account Name","Nominal","Current Value PC","Current Value QC"
"49026326","20171108004618","FXS1193832","FXSPT_CAD/USD","MPDI100052",20171108,20171110,20171110,"Batch job user","CloseFXBuy","FXClRcvBa","FX Outright Close Rcv. Base Ccy","CAD",4378.19,4378.19,4378.19,20171110,"",4378.1900000,4378.19,4378.19
"49026327","20171108004618","FXS1193832","FXSPT_CAD/USD","MPDI100052",20171108,20171110,20171110,"Batch job user","CloseFXBuy","FXClPayPr","FX Outright Close Pay Price Ccy","USD",4378.19,3436.57,3436.57,20171110,"",3436.5700000,4378.19,3436.57
"49026008","20171108004354","FXS1193832","FXSPT_CAD/USD","MPDI100052",20171108,20171108,20171108,"Manda Yu","BuyFXFwdDbd","FXFOpInBD","FX Fwd Open Base Ccy Def","CAD",0.00,0.00,0.00,20171108,"",4378.1900000,4378.19,4378.19
"49026009","20171108004354","FXS1193832","FXSPT_CAD/USD","MPDI100052",20171108,20171108,20171108,"Manda Yu","BuyFXFwdDbd","FXOpOutPD","FX Fwd Open Out Price Ccy Def","USD",0.00,0.00,0.00,20171108,"",3436.5700000,4378.19,3436.57
"49025802","20171108004247","PD1000386","Square Capital","MPD1000387",20171108,20171108,20171108,"Katelyn Chow","Sell","Sell","Sell","USD",218223.70,171290.19,171290.19,20171108,"",172150.6400000,202443.58,158903.91
"49025800","20171108004246","PD1000386","Square Capital","MPD1000387",20171108,20171108,20171108,"Katelyn Chow","Buy","Buy","Buy","USD",401510.66,315157.50,315157.50,20171108,"",337885.0000000,401510.66,315157.50
"314668","20171108004244","OSB CN","NORBORD INC","M895996916",20171108,20171108,20171110,"Christopher Ortiz","Sell","Sell","Sell","CAD",1860698.00,1860698.00,1860698.00,20171110,"",40600.0000000,1861104.00,1861104.00
"314663","20171108004221","OSB CN","NORBORD INC","MFS1000324",20171108,20171108,20171110,"Server job user","Sell","Sell","Sell","CAD",6835500.00,6835500.00,6835500.00,20171110,"",150000.0000000,6840000.00,6840000.00
"75574","20171108002816","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",63406.09,63406.09,49543.75,20171109,"",0.0000000,0.00,0.00
"75612","20171108001867","PR1000127","Corporate Expenses - Natural Resources (VCC)","MPR1000127",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",10385.27,10385.27,10385.27,20171109,"",0.0000000,0.00,0.00
"75610","20171108001843","FS1000522","KKR 2006 Fund LP (TCFoF)","MFS1000522",20171108,20171122,20171122,"Server job user","GenCost","General Cost","General Cost","USD",12587.12,9880.00,9880.00,20171122,"",0.0000000,0.00,0.00
"75608","20171108001802","FS1000544","KKR 2006 Fund, LP (Ardian)","MFS1000544",20171108,20171122,20171122,"Server job user","GenCost","General Cost","General Cost","USD",239857.25,188271.00,188271.00,20171122,"",0.0000000,0.00,0.00
"75606","20171108001800","FS1000238","KKR 2006 Fund, L.P. (CPPIB LAV)","MFS1000238",20171108,20171122,20171122,"Server job user","GenCost","General Cost","General Cost","USD",233920.42,183611.00,183611.00,20171122,"",0.0000000,0.00,0.00
"75605","20171108001742","FS1000270","KKR 2006 Fund, L.P. (DBAH)","MFS1000270",20171108,20171122,20171122,"Server job user","GenCost","General Cost","General Cost","USD",50523.02,39657.00,39657.00,20171122,"",0.0000000,0.00,0.00
"75603","20171108000763","FS1000278","KKR North America Fund XI, L.P.","MFS1000278",20171108,20171122,20171122,"Server job user","GenCost","General Cost","General Cost","USD",459454.09,360639.00,360639.00,20171122,"",0.0000000,0.00,0.00
"75602","20171108000731","PD1000314","Corporate Expenses - PCI (VCC)","MPD1000314",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",12798.00,12798.00,10000.00,20171109,"",0.0000000,0.00,0.00
"49021069","20171108000722","PDI1000028","Project Holster (Netback)","MPDI100028",20171108,20171107,20171110,"Batch job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20171110,"",0.0000000,0.00,0.00
"49021068","20171108000721","PDI1000028","Project Holster (Netback)","MPDI100028",20171108,20171107,20171110,"Matthew Hare","GenCost","General Cost","General Cost","USD",140.71,109.95,109.95,20171110,"",0.0000000,0.00,0.00
"49021066","20171108000720","PD1000279","Project Holster","MPD1000279",20171108,20171107,20171110,"Batch job user","GenCost","General Cost","General Cost","USD",-140.71,-109.95,-109.95,20171110,"",0.0000000,0.00,0.00
"75600","20171108000719","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",90801.81,90801.81,70950.00,20171109,"",0.0000000,0.00,0.00
"75599","20171108000714","PDI100028","Project Holster 8 (Netback)","MPDI100028",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",50392.13,39375.00,39375.00,20171110,"",0.0000000,0.00,0.00
"75598","20171108000713","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",16629.98,16629.98,12994.20,20171109,"",0.0000000,0.00,0.00
"75597","20171108000712","PD1000397","Project Holster 8 Revolver","MPD1000279",20171108,20171107,20171110,"Server job user","Buy","Buy","Buy","USD",1389382.88,1085625.00,1085625.00,20171110,"",1125000.0000000,1389382.88,1085625.00
"75596","20171108000711","PDI100073","Project Holster 7 (Netback)","MPDI100028",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",144457.43,112875.00,112875.00,20171110,"",0.0000000,0.00,0.00
"75595","20171108000710","PD1000385","Project Holster 7 Revolver","MPD1000279",20171108,20171107,20171110,"Server job user","Buy","Buy","Buy","USD",4366837.58,3412125.00,3412125.00,20171110,"",3525000.0000000,4366837.58,3412125.00
"75594","20171108000709","PDI1000031","Project Holster 4 (Netback)","MPDI100028",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",-50978.32,-39833.04,-39833.04,20171110,"",0.0000000,0.00,0.00
"75593","20171108000708","PD1000302","Project Holster 4 Revolver","MPD1000279",20171108,20171107,20171110,"Server job user","Sell","Sell","Sell","USD",1843125.68,1440166.96,1440166.96,20171110,"",1480000.0000000,1843125.68,1440166.96
"75592","20171108000707","PDI1000028","Project Holster (Netback)","MPDI100028",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",-59990.63,-46875.00,-46875.00,20171110,"",0.0000000,0.00,0.00
"75591","20171108000706","PDI1000028","Project Holster (Netback)","MPDI100028",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",-5044.06,-3941.29,-3941.29,20171110,"",0.0000000,0.00,0.00
"75590","20171108000705","PD1000279","Project Holster","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Sell","Sell","Sell","USD",263713.94,206058.71,206058.71,20171110,"",210000.0000000,263713.94,206058.71
"75589","20171108000704","PD1000279","Project Holster","MPD1000279",20171108,20171107,20171110,"Server job user","GenCost","General Cost","General Cost","USD",-1304.44,-1019.25,-1019.25,20171110,"",0.0000000,0.00,0.00
"75583","20171108000543","PD1000409","ICON-B+4.25%-Facility C-Aug-22","MPD1000407",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","AUD",-27675.27,-28311.97,-28311.97,20171109,"",0.0000000,0.00,0.00
"75582","20171108000494","PD1000408","ICON-B+4.25%-Facility B-Aug-22","MPD1000407",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","AUD",-215907.74,-220874.95,-220874.95,20171109,"",0.0000000,0.00,0.00
"75581","20171108000479","PD1000407","ICON-B+4%-Facility A-Aug-22","MPD1000407",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","AUD",-69975.86,-71585.74,-71585.74,20171109,"",0.0000000,0.00,0.00
"75580","20171108000478","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",3529.18,3529.18,2757.60,20171109,"",0.0000000,0.00,0.00
"75579","20171108000477","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",25266.90,25266.90,19742.85,20171109,"",0.0000000,0.00,0.00
"75576","20171108000466","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",74096.49,74096.49,57896.93,20171109,"",0.0000000,0.00,0.00
"75577","20171108000444","FS1000007","Advent International GPE VI-F L.P.","M917PGN901",20171108,20171109,20171109,"Batch job user","GenCost","General Cost","General Cost","EUR",-10733532.25,-7244748.00,-7244748.00,20171109,"",0.0000000,0.00,0.00
"75575","20171108000441","FS1000424","Advent International GPE VI, L.P. (FFIC)","MFS1000424",20171108,20171109,20171109,"Batch job user","GenCost","General Cost","General Cost","EUR",-843387.20,-569256.00,-569256.00,20171109,"",0.0000000,0.00,0.00
"75572","20171108000437","FS1000005","Advent International GPE VI (PIP)","M910RXB901",20171108,20171109,20171109,"Batch job user","GenCost","General Cost","General Cost","EUR",-986762.24,-666029.00,-666029.00,20171109,"",0.0000000,0.00,0.00
"75571","20171108000433","FS1000084","Goldman Sachs Vintage Fund IV Offshore Hldgs L.P","M31899L979",20171108,20171109,20171109,"Batch job user","GenCost","General Cost","General Cost","USD",-3941455.35,-3079743.19,-3079743.19,20171109,"",0.0000000,0.00,0.00
"75570","20171108000429","FS1000006","Advent International GPE VI (SLE)","M910QRK900",20171108,20171109,20171109,"Batch job user","GenCost","General Cost","General Cost","EUR",-1124516.24,-759008.00,-759008.00,20171109,"",0.0000000,0.00,0.00
"75567","20171108000325","FS1000275","Court Square Capital Partners III, L.P.","MFS1000275",20171108,20171115,20171115,"Batch job user","GenCost","General Cost","General Cost","USD",11446999.61,8944366.00,8944366.00,20171115,"",0.0000000,0.00,0.00
"303891","20171108000084","VWR 6 9146","VWR 6 10/01/24","MPVW2BLOAN",20171108,20171108,20171110,"Katelyn Chow","Buy","Buy","Buy","USD",3884426.00,3049000.00,3049000.00,20171110,"",3000000.0000000,3860220.00,3030000.00
"303549","20171107001730","VWR 6 9146","VWR 6 10/01/24","MPVW2BLOAN",20171107,20171107,20171109,"Katelyn Chow","Buy","Buy","Buy","USD",3901470.30,3048500.00,3048500.00,20171109,"",3000000.0000000,3877794.00,3030000.00
"75562","20171107001645","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",16272.00,16272.00,16272.00,20171109,"",0.0000000,0.00,0.00
"75561","20171107001298","FS1000413","Neusoft Medical, Inc. (Hony)","MFS1000413",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",364.74,285.00,285.00,20171109,"",0.0000000,0.00,0.00
"75560","20171107001291","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",18386.05,18386.05,14366.35,20171109,"",0.0000000,0.00,0.00
"75559","20171107001290","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",618.14,618.14,483.00,20171109,"",0.0000000,0.00,0.00
"75558","20171107001289","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",24976.38,24976.38,19515.85,20171109,"",0.0000000,0.00,0.00
"75557","20171107001286","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",958.24,958.24,958.24,20171109,"",0.0000000,0.00,0.00
"49015334","20171107001217","PD1000386","Square Capital","MPD1000387",20171107,20171107,20171107,"Katelyn Chow","Sell","Sell","Sell","USD",200773.01,156878.43,156878.43,20171107,"",157666.6200000,186242.27,145524.51
"49015046","20171107001093","PD1000386","Square Capital","MPD1000387",20171107,20171107,20171107,"Katelyn Chow","Buy","Buy","Buy","USD",397963.41,310957.50,310957.50,20171107,"",341432.0000000,397963.41,310957.50
"75556","20171107001020","PD1000314","Corporate Expenses - PCI (VCC)","MPD1000314",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","EUR",15017.10,15017.10,10136.00,20171110,"",0.0000000,0.00,0.00
"300008","20171107000983","UPL 6.875 1524","UPL 6 7/8 04/15/22","MUP2BLOAN",20171107,20171107,20171109,"Sajeetha Balendran","Sell","Sell","Sell","USD",10515690.00,8216666.67,8216666.67,20171109,"",8000000.0000000,10468764.00,8180000.00
"75554","20171107000979","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",676925.13,676925.13,528930.40,20171109,"",0.0000000,0.00,0.00
"75553","20171107000967","FS1000409","Corporate Expenses ? Funds (VCC)","MFS1000409",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",17275.36,17275.36,13706.25,20171109,"",0.0000000,0.00,0.00
"75552","20171107000922","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171107,20171101,20171101,"Server job user","GenCost","General Cost","General Cost","USD",1051.38,815.56,815.56,20171101,"",0.0000000,0.00,0.00
"75547","20171107000801","FS1000153","Paul Capital Top Tier Investments III L.P.","M70399C931",20171108,20171107,20171107,"Batch job user","GenCost","General Cost","General Cost","USD",-19546872.26,-15273380.42,-15273380.42,20171107,"",0.0000000,0.00,0.00
"75546","20171107000766","FS1000423","Bain Capital Asia Fund III, L.P.","MFS1000423",20171108,20171107,20171107,"Batch job user","GenCost","General Cost","General Cost","USD",-74977450.30,-58585287.00,-58585287.00,20171107,"",0.0000000,0.00,0.00
"75542","20171107000597","FS1000333","Fieldwood Energy LLC (Riverstone FW Partners LP)","MFS1000333",20171107,20171106,20171106,"Server job user","GenCost","General Cost","General Cost","USD",-1027857.72,-805121.00,-805121.00,20171106,"",0.0000000,0.00,0.00
"75541","20171107000581","FS1000333","Fieldwood Energy LLC (Riverstone FW Partners LP)","MFS1000333",20171107,20171106,20171106,"Server job user","GenCost","General Cost","General Cost","USD",-120666.41,-94518.00,-94518.00,20171106,"",0.0000000,0.00,0.00
"75539","20171107000549","FS1000037","Blackstone Capital Partners VI L.P.","M09299N944",20171108,20171107,20171107,"Batch job user","GenCost","General Cost","General Cost","USD",-33747408.62,-26369283.18,-26369283.18,20171107,"",0.0000000,0.00,0.00
"75538","20171107000546","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171101,20171101,"Server job user","GenCost","General Cost","General Cost","USD",-333331.94,-333331.94,-264465.20,20171101,"",0.0000000,0.00,0.00
"48949274","20171106002699","PD1000397","Project Holster 8 Revolver","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Coupon","Coupon","Coupon payment","USD",6450.77,5040.45,5040.45,20171110,"",0.0000000,0.00,0.00
"48949273","20171106002698","PD1000385","Project Holster 7 Revolver","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Coupon","Coupon","Coupon payment","USD",0.00,0.00,0.00,20171110,"",0.0000000,0.00,0.00
"48949272","20171106002697","PD1000359","Aurora Plastics L+6.25 07/29/2022","MPD1000359",20171107,20171102,20171102,"Melissa Liao","Coupon","Coupon","Coupon payment","USD",966176.57,754324.53,754324.53,20171102,"",0.0000000,0.00,0.00
"48949271","20171106002696","PD1000302","Project Holster 4 Revolver","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Coupon","Coupon","Coupon payment","USD",31340.32,24488.45,24488.45,20171110,"",0.0000000,0.00,0.00
"48949270","20171106002695","PD1000294","Project Holster 3","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Coupon","Coupon","Coupon payment","USD",13950.54,10900.56,10900.56,20171110,"",0.0000000,0.00,0.00
"48949269","20171106002694","PD1000279","Project Holster","MPD1000279",20171108,20171107,20171110,"Matthew Hare","Coupon","Coupon","Coupon payment","USD",219.42,171.45,171.45,20171110,"",0.0000000,0.00,0.00
"75537","20171106001223","PR1000161","99 Cents Only Stores - 1st Lien Term Loan (Debt)","MPR1000128",20171107,20171107,20171107,"Server job user","GenCost","General Cost","General Cost","USD",1480610.92,1156908.05,1156908.05,20171107,"",0.0000000,0.00,0.00
"75534","20171106000980","IN1000065","North West Roads Group-CART","MIN1000065",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","AUD",17447.04,17837.59,17837.59,20171110,"",0.0000000,0.00,0.00
"75533","20171106000979","IN1000065","North West Roads Group-CART","MIN1000065",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","AUD",17660.65,18055.98,18055.98,20171110,"",0.0000000,0.00,0.00
"75532","20171106000978","IN1000065","North West Roads Group-CART","MIN1000065",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","AUD",17895.48,18296.06,18296.06,20171110,"",0.0000000,0.00,0.00
"75530","20171106000826","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","GBP",481625.79,481625.79,287500.00,20171110,"",0.0000000,0.00,0.00
"75529","20171106000825","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","GBP",649188.01,649188.01,387524.00,20171110,"",0.0000000,0.00,0.00
"75528","20171106000811","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",13543.34,13543.34,10608.50,20171109,"",0.0000000,0.00,0.00
"75527","20171106000784","PDI100053","Gale Pool Loans","MPDI100052",20171106,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","CAD",4378.19,3429.45,4378.19,20171110,"",0.0000000,0.00,0.00
"75525","20171106000777","PD1000314","Corporate Expenses - PCI (VCC)","MPD1000314",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",2769.65,2769.65,2769.65,20171109,"",0.0000000,0.00,0.00
"48943309","20171106000747","BANK INT INC&OD","Bank Interest Income & OD charges","MPR1000097",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","Credit","Credit","EUR",0.00,0.00,0.00,20171101,"",22.4400000,0.00,0.00
"48943308","20171106000747","BANK INT INC&OD","Bank Interest Income & OD charges","MPR1000097",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","SettDebt","Settle Debt","EUR",33.60,22.44,22.44,20171101,"",22.4400000,33.60,22.44
"48943202","20171106000690","BANK INT INC&OD","Bank Interest Income & OD charges","MIN1000021",20171106,20171101,20171101,"Jenny Ouyang","ChargeCash","SettRecv","Settle Receivables","CAD",341.35,341.35,341.35,20171101,"",341.3500000,341.35,341.35
"48943203","20171106000690","BANK INT INC&OD","Bank Interest Income & OD charges","MIN1000021",20171106,20171101,20171101,"Jenny Ouyang","ChargeCash","Charge","Charge","CAD",0.00,0.00,0.00,20171101,"",341.3500000,0.00,0.00
"48943169","20171106000673","BANK INT INC&OD","Bank Interest Income & OD charges","M917PGN901",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","SettDebt","Settle Debt","EUR",106.79,71.31,71.31,20171101,"",71.3100000,106.79,71.31
"48943170","20171106000673","BANK INT INC&OD","Bank Interest Income & OD charges","M917PGN901",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","Credit","Credit","EUR",0.00,0.00,0.00,20171101,"",71.3100000,0.00,0.00
"75523","20171106000672","PD1000000","Corporate Expenses - Private Debt - Canadian","M219999901",20171107,20171116,20171116,"Server job user","GenCost","General Cost","General Cost","USD",352.36,352.36,276.00,20171116,"",0.0000000,0.00,0.00
"48943160","20171106000668","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000441",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","SettDebt","Settle Debt","EUR",173.39,115.78,115.78,20171101,"",115.7800000,173.39,115.78
"48943161","20171106000668","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000441",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","Credit","Credit","EUR",0.00,0.00,0.00,20171101,"",115.7800000,0.00,0.00
"48943155","20171106000665","BANK INT INC&OD","Bank Interest Income & OD charges","MIN1000020",20171106,20171101,20171101,"Jenny Ouyang","ChargeCash","Charge","Charge","CAD",0.00,0.00,0.00,20171101,"",49.0200000,0.00,0.00
"48943154","20171106000665","BANK INT INC&OD","Bank Interest Income & OD charges","MIN1000020",20171106,20171101,20171101,"Jenny Ouyang","ChargeCash","SettRecv","Settle Receivables","CAD",49.02,49.02,49.02,20171101,"",49.0200000,49.02,49.02
"48943152","20171106000664","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000376",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","SettDebt","Settle Debt","EUR",174.70,116.66,116.66,20171101,"",116.6600000,174.70,116.66
"48943153","20171106000664","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000376",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","Credit","Credit","EUR",0.00,0.00,0.00,20171101,"",116.6600000,0.00,0.00
"48943150","20171106000663","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000501",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","SettDebt","Settle Debt","DKK",215.82,1072.56,1072.56,20171101,"",1072.5600000,215.82,1072.56
"48943151","20171106000663","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000501",20171106,20171101,20171101,"Jenny Ouyang","CreditCash","Credit","Credit","DKK",0.00,0.00,0.00,20171101,"",1072.5600000,0.00,0.00
"75522","20171106000480","FS1000012","Apax Europe VI - A L.P.","M99UDCR900",20171107,20171110,20171110,"Batch job user","GenCost","General Cost","General Cost","EUR",-2887766.10,-1952345.34,-1952345.34,20171110,"",0.0000000,0.00,0.00
"75520","20171106000435","FS1000357","Riverwood Capital Partners II L.P.","MFS1000357",20171106,20171116,20171116,"Batch job user","GenCost","General Cost","General Cost","USD",4766174.18,3733344.44,3733344.44,20171116,"",0.0000000,0.00,0.00
"75517","20171106000431","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Batch job user","GenCost","General Cost","General Cost","USD",-2182170.36,-1722041.00,-1722041.00,20171024,"REALIZED CURR GL EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75517","20171106000431","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Batch job user","GenCost","General Cost","General Cost","USD",-2182170.36,-1722041.00,-1722041.00,20171024,"COST OF INVESTMENT EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75517","20171106000431","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Batch job user","GenCost","General Cost","General Cost","USD",-2182170.36,-1722041.00,-1722041.00,20171024,"DUE FROM BROKER EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75517","20171106000431","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Batch job user","GenCost","General Cost","General Cost","USD",-2182170.36,-1722041.00,-1722041.00,20171024,"COST OF INVESTMENT EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75516","20171106000422","FS1000353","Apax Europe VI-A, LP (30-June-14)","MFS1000353",20171107,20171110,20171110,"Batch job user","GenCost","General Cost","General Cost","EUR",-1171729.87,-789750.51,-789750.51,20171110,"",0.0000000,0.00,0.00
"75515","20171106000376","FS1000014","Apax Europe VI-A (SLE)","M01199X924",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","EUR",-362079.74,-244043.16,-244043.16,20171110,"",0.0000000,0.00,0.00
"75514","20171106000331","FS1000013","Apax Europe VI-A (PIP)","M910RNJ905",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","EUR",-63726.04,-42951.60,-42951.60,20171110,"",0.0000000,0.00,0.00
"75513","20171106000328","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Server job user","GenCost","General Cost","General Cost","USD",605324.97,477687.00,477687.00,20171024,"DUE TO BROKER EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75513","20171106000328","PDI100009","Farallon Asia Special Situations II, L.P.","MPDI100009",20171106,20171024,20171024,"Server job user","GenCost","General Cost","General Cost","USD",605324.97,477687.00,477687.00,20171024,"COST OF INVESTMENT EM PRIV DEBT FUNDS",0.0000000,0.00,0.00
"75386","20171106000313","IN1000052","Corporate Expenses - Infrastructure (VCC)","MIN1000052",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","AUD",2745.64,2745.64,2810.70,20171110,"",0.0000000,0.00,0.00
"48934296","20171106000287","PD1000386","Square Capital","MPD1000387",20171107,20171106,20171106,"Katelyn Chow","Sell","Sell","Sell","USD",565713.85,443123.68,443123.68,20171106,"",445350.3800000,524817.21,411089.34
"48933795","20171106000286","PD1000386","Square Capital","MPD1000387",20171107,20171106,20171106,"Katelyn Chow","Buy","Buy","Buy","USD",175402.14,137392.50,137392.50,20171106,"",151813.0000000,175402.14,137392.50
"48932781","20171106000279","PD1000386","Square Capital","MPD1000387",20171107,20171106,20171106,"Katelyn Chow","Sell","Sell","Sell","USD",266095.26,208432.42,208432.42,20171106,"",209480.4400000,246873.64,193376.13
"48931777","20171106000276","PD1000386","Square Capital","MPD1000387",20171106,20171106,20171106,"Katelyn Chow","Buy","Buy","Buy","USD",616219.81,482685.00,482685.00,20171106,"",518066.0000000,616219.81,482685.00
"75509","20171106000257","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","USD",191565.00,191565.00,150000.00,20171110,"",0.0000000,0.00,0.00
"75508","20171106000254","FS1000555","Crestview Partners II, LP (Ardian)","MFS1000555",20171107,20171107,20171107,"Batch job user","GenCost","General Cost","General Cost","USD",-5692020.57,-4447586.00,-4447586.00,20171107,"",0.0000000,0.00,0.00
"75507","20171106000214","PR1000130","Corporate Expenses - Principal Investing (VCC)","MPR1000130",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","USD",89397.00,89397.00,70000.00,20171109,"",0.0000000,0.00,0.00
"75506","20171106000203","FS1000486","Oaktree European Principal Fund IV, L.P.","MFS1000486",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","EUR",6528152.09,4400000.00,4400000.00,20171110,"",0.0000000,0.00,0.00
"75505","20171106000115","FS1000298","Silver Lake Partners IV, L.P.","MFS1000298",20171106,20171114,20171114,"Server job user","GenCost","General Cost","General Cost","USD",14825557.61,11608768.00,11608768.00,20171114,"",0.0000000,0.00,0.00
"75503","20171106000034","FS1000341","Northleaf Venture Catalyst Fund","MFS1000341",20171106,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","CAD",-2835000.00,-2835000.00,-2835000.00,20171110,"",0.0000000,0.00,0.00
"291222","20171103002934","FIXPI USD","FIXPI USD","MPDI100028",20171103,20171031,20171103,"Server job user","RcvBorrow","RcvBorrow","Receipt, Loan","USD",6767.78,5250.00,5250.00,20171103,"DUE FROM BROKER - INTERNAL FUNDING - FGN",5250.0000000,6767.78,5250.00
"291222","20171103002934","FIXPI USD","FIXPI USD","MPDI100028",20171103,20171031,20171103,"Server job user","RcvBorrow","RcvBorrow","Receipt, Loan","USD",6767.78,5250.00,5250.00,20171103,"FUNDING INT LOAN PRINCIPAL  PAYABLE - FGN",5250.0000000,6767.78,5250.00
