"Transaction No. In Originating","Transaction No.","Security ID - Current","Security Name - Current","Model Portfolio Code","Created Date","Trade Date","Payment Date","Created by User","Business Transaction Code","Elementary Transaction Code","Elementary Transaction Code Name","Settlement Currency Code - Transaction","Net Proceeds PC","Net Proceeds QC","Net Proceeds SC","Settlement Date","Finance Account Name","Nominal","Current Value PC","Current Value QC"
"75501","20171103002566","PR1000099","ista International GmbH","MPR1000099",20171103,20171018,20171018,"Rene Chow","GenCost","General Cost","General Cost","EUR",0.00,0.00,0.00,20171018,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75501","20171103002566","PR1000099","ista International GmbH","MPR1000099",20171103,20171018,20171018,"Rene Chow","GenCost","General Cost","General Cost","EUR",0.00,0.00,0.00,20171018,"REALIZED CURR GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75501","20171103002566","PR1000099","ista International GmbH","MPR1000099",20171103,20171018,20171018,"Rene Chow","GenCost","General Cost","General Cost","EUR",0.00,0.00,0.00,20171018,"REALIZED SECURITY GL FGN PRIV EQUITY",0.0000000,0.00,0.00
"75501","20171103002566","PR1000099","ista International GmbH","MPR1000099",20171103,20171018,20171018,"Rene Chow","GenCost","General Cost","General Cost","EUR",0.00,0.00,0.00,20171018,"INTEREST INC FGN PRIV EQUITY",0.0000000,0.00,0.00
"75500","20171103001424","IN1000001","AWG 2 (Private)","M914YDC902",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","GBP",8376.10,5000.00,5000.00,20171110,"",0.0000000,0.00,0.00
"75499","20171103001146","PR1000127","Corporate Expenses - Natural Resources (VCC)","MPR1000127",20171107,20171110,20171110,"Server job user","GenCost","General Cost","General Cost","GBP",808308.38,808308.38,473000.00,20171110,"",0.0000000,0.00,0.00
"75496","20171103001027","FS1000286","Ares Corporate Opportunities Fund IV, L.P.","MFS1000286",20171106,20171103,20171103,"Batch job user","GenCost","General Cost","General Cost","USD",-7724389.90,-6048382.98,-6048382.98,20171103,"",0.0000000,0.00,0.00
"75495","20171103001026","IN1000052","Corporate Expenses - Infrastructure (VCC)","MIN1000052",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",1169.55,1169.55,1169.55,20171109,"",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"DUE TO BROKER FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"COST OF INVESTMENT FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"OTH INV EXP FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"COST OF INVESTMENT FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"REALIZED CURR GL FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75494","20171103000988","PDI100016","Kennedy Trust Royalty 2 08/21/2018","MP2I100016",20171103,20171031,20171031,"Batch job user","GenCost","General Cost","General Cost","USD",-501692.17,-389180.18,-389180.18,20171031,"DUE FROM BROKER FGN ROYALTY INVESTING",0.0000000,0.00,0.00
"75493","20171103000986","IN1000051","Corporate Expenses - Infra (Emerging Mkt) (VCC)","MIN1000051",20171107,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",1078.59,1078.59,1078.59,20171109,"",0.0000000,0.00,0.00
"75491","20171103000841","IN1000051","Corporate Expenses - Infra (Emerging Mkt) (VCC)","MIN1000051",20171108,20171109,20171109,"Server job user","GenCost","General Cost","General Cost","CAD",8590.83,8590.83,8590.83,20171109,"",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75490","20171103000829","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",7963.72,7963.72,48197.48,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75489","20171103000828","FS1000414","Trustbridge Partners V, L.P.","MFS1000414",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",5160.15,4002.91,31229.93,20171031,"OTH INV EXP EM PRIV EQUITY",0.0000000,0.00,0.00
"75489","20171103000828","FS1000414","Trustbridge Partners V, L.P.","MFS1000414",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",5160.15,4002.91,31229.93,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75489","20171103000828","FS1000414","Trustbridge Partners V, L.P.","MFS1000414",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",5160.15,4002.91,31229.93,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75489","20171103000828","FS1000414","Trustbridge Partners V, L.P.","MFS1000414",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",5160.15,4002.91,31229.93,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75488","20171103000827","FS1000646","China Internet Plus Holdings Ltd (PHI 3)","MFS1000646",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",19522.67,15144.42,118153.75,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75488","20171103000827","FS1000646","China Internet Plus Holdings Ltd (PHI 3)","MFS1000646",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",19522.67,15144.42,118153.75,20171031,"TRNS TAX & OTH EM PRIV EQUITY",0.0000000,0.00,0.00
"75488","20171103000827","FS1000646","China Internet Plus Holdings Ltd (PHI 3)","MFS1000646",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",19522.67,15144.42,118153.75,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75488","20171103000827","FS1000646","China Internet Plus Holdings Ltd (PHI 3)","MFS1000646",20171106,20171031,20171031,"Sohaib Hassan","GenCost","General Cost","General Cost","HKD",19522.67,15144.42,118153.75,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75487","20171103000826","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",8409.80,6523.78,50897.23,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75487","20171103000826","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",8409.80,6523.78,50897.23,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75487","20171103000826","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",8409.80,6523.78,50897.23,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75487","20171103000826","FS1000605","Yingde Gases Group Co. (PAG Asia)","MFS1000605",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",8409.80,6523.78,50897.23,20171031,"TRNS TAX & OTH EM PRIV EQUITY",0.0000000,0.00,0.00
"75486","20171103000825","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",9654.52,9654.52,58430.42,20171031,"DUE TO SUB-AMEX HK - PRIV EQUITY",0.0000000,0.00,0.00
"75486","20171103000825","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",9654.52,9654.52,58430.42,20171031,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"75486","20171103000825","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",9654.52,9654.52,58430.42,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75486","20171103000825","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","HKD",9654.52,9654.52,58430.42,20171031,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"48874566","20171103000554","PD1000386","Square Capital","MPD1000387",20171103,20171103,20171103,"Katelyn Chow","Sell","Sell","Sell","USD",244441.30,191403.42,191403.42,20171103,"",192364.6800000,226761.16,177559.44
"48874562","20171103000551","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000477",20171103,20171031,20171031,"Julian Gu","ChargeCash","SettRecv","Settle Receivables","USD",10.71,8.31,8.31,20171031,"",8.3100000,10.71,8.31
"48874563","20171103000551","BANK INT INC&OD","Bank Interest Income & OD charges","MFS1000477",20171103,20171031,20171031,"Julian Gu","ChargeCash","Charge","Charge","USD",0.00,0.00,0.00,20171031,"",8.3100000,0.00,0.00
"48874550","20171103000543","PD1000386","Square Capital","MPD1000387",20171103,20171103,20171103,"Katelyn Chow","Buy","Buy","Buy","USD",503394.51,394170.00,394170.00,20171103,"",429505.0000000,503394.51,394170.00
"75483","20171103000504","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171106,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",-1019.41,-815.56,-1019.41,20171002,"TRNS TAX & OTH FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75483","20171103000504","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171106,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",-1019.41,-815.56,-1019.41,20171002,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75483","20171103000504","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171106,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",-1019.41,-815.56,-1019.41,20171002,"DUE FROM BROKER FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75483","20171103000504","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171106,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",-1019.41,-815.56,-1019.41,20171002,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75482","20171103000502","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171103,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",1019.98,815.56,1019.98,20171002,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75482","20171103000502","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171103,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",1019.98,815.56,1019.98,20171002,"CGAP:FX CONTROL ACCOUNT - SETL",0.0000000,0.00,0.00
"75482","20171103000502","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171103,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",1019.98,815.56,1019.98,20171002,"DUE TO BROKER FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75482","20171103000502","PD1000381","Project Opal 7.25 3/1/2022","MPD1000381",20171103,20171002,20171002,"Server job user","GenCost","General Cost","General Cost","CAD",1019.98,815.56,1019.98,20171002,"TRNS TAX & OTH FGN DIR PRIV DEBT",0.0000000,0.00,0.00
"75481","20171103000385","FS1000221","Multiples Private Equity Fund I Limited","MFS1000221",20171103,20171103,20171103,"Batch job user","GenCost","General Cost","General Cost","USD",-3992156.94,-201893687.79,-3035960.00,20171103,"",0.0000000,0.00,0.00
"75480","20171103000310","FS1000393","EnCap Energy Capital Fund X-C, L.P.","MFS1000393",20171103,20171116,20171116,"Server job user","GenCost","General Cost","General Cost","USD",7416318.53,5790153.83,5790153.83,20171116,"",0.0000000,0.00,0.00
"75479","20171103000306","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3541.41,3541.41,3541.41,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75479","20171103000306","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3541.41,3541.41,3541.41,20171031,"OTH INV EXP FGN PRIV EQUITY",0.0000000,0.00,0.00
"75479","20171103000306","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3541.41,3541.41,3541.41,20171031,"DUE TO SUB-INV EXP-AMEX PRIV EQUITY",0.0000000,0.00,0.00
"75479","20171103000306","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",3541.41,3541.41,3541.41,20171031,"DUE TO SUB-INV EXP-AMEX PRIV EQUITY",0.0000000,0.00,0.00
"75478","20171103000305","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",17288.11,17288.11,17288.11,20171031,"DUE TO SUB-INV EXP-AMEX PRIV EQUITY",0.0000000,0.00,0.00
"75478","20171103000305","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",17288.11,17288.11,17288.11,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75477","20171103000304","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",12193.64,12193.64,12193.64,20171031,"DUE TO SUB-INV EXP-AMEX PRIV EQUITY",0.0000000,0.00,0.00
"75477","20171103000304","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",12193.64,12193.64,12193.64,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75476","20171103000303","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",13577.99,13577.99,13577.99,20171031,"DUE TO SUB-INV EXP-AMEX PRIV EQUITY",0.0000000,0.00,0.00
"75476","20171103000303","FS1000363","Corporate Expenses ? Funds (CPPIB)","MFS1000363",20171103,20171031,20171031,"Server job user","GenCost","General Cost","General Cost","CAD",13577.99,13577.99,13577.99,20171031,"TRNS TAX & OTH FGN PRIV EQUITY",0.0000000,0.00,0.00
"75475","20171103000302","FS1000466","Vista Equity Partners Fund VI, L.P.","MFS1000466",20171103,20171115,20171115,"Server job user","GenCost","General Cost","General Cost","USD",52649642.81,41105237.00,41105237.00,20171115,"",0.0000000,0.00,0.00
"75474","20171103000292","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171103,20171016,20171016,"Server job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20171016,"REALIZED SECURITY GL FGN AGRICULTURE FUNDS",0.0000000,0.00,0.00
"75474","20171103000292","PR1000096","Agricultural Company of America (PHI Transition)","MPR1000096",20171103,20171016,20171016,"Server job user","GenCost","General Cost","General Cost","USD",0.00,0.00,0.00,20171016,"OTH INV EXP FGN AGRICULTURE FUNDS",0.0000000,0.00,0.00
